Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Class,Amount
588,1,37.42,2.04,2,9,4,0.04,1,0,0,1,2,400,5801,1,9039.246571
591,1,31.33,19.5,2,8,4,7,1,1,16,0,2,0,5001,1,7149.224733
593,1,20.5,2.415,2,8,4,2,1,1,11,1,2,200,3001,1,1992.514095
596,1,20.5,10,1,8,4,2.5,1,0,0,0,1,40,1,1,1279.867045
597,1,34.92,2.5,2,9,4,0,1,0,0,1,2,239,201,1,8221.251358
599,1,37.33,6.5,2,7,8,4.25,1,1,12,1,2,93,1,1,7673.911632
601,1,36.67,3.25,2,11,8,9,1,0,0,1,2,102,640,1,7275.475209
602,1,22.58,10.04,2,14,4,0.04,1,1,9,0,2,60,397,1,8936.35598
603,0,26.92,13.5,2,11,8,5,1,1,2,0,2,0,5001,1,5135.282056
604,0,46.67,0.46,2,13,8,0.415,1,1,11,1,2,440,7,1,6036.61706
607,1,39.17,1.625,2,8,4,1.5,1,1,10,0,2,186,4701,1,2723.561163
609,1,19.17,9.5,2,9,4,1.5,1,0,0,0,2,120,2207,1,6745.474214
610,1,39.5,4.25,2,8,5,6.5,1,1,16,0,2,117,1211,1,5388.088086
612,1,26.17,0.25,2,3,5,0,1,0,0,1,2,0,1,1,8093.332941
614,1,41.92,0.42,2,8,8,0.21,1,1,6,0,2,220,949,1,4571.450609
615,1,21.33,7.5,2,6,4,1.415,1,1,1,0,2,80,9801,1,8077.582279
619,1,28.25,5.125,2,14,4,4.75,1,1,2,0,2,420,8,1,3096.0181
621,0,18.42,9.25,2,11,4,1.21,1,1,4,0,2,60,541,1,9763.683326
622,0,23.25,5.875,2,11,4,3.17,1,1,10,0,2,120,246,1,9737.978316
624,1,28.33,5,2,9,4,11,1,0,0,1,2,70,1,1,8941.677927
630,1,32,1.75,1,10,8,0.04,1,0,0,1,2,393,1,1,7327.348211
632,0,28.42,3.5,2,9,4,0.835,1,0,0,0,1,280,1,1,9760.518152
639,1,48.17,3.5,2,6,4,3.5,1,0,0,0,1,230,1,1,6231.328157
641,0,41,2.04,1,11,8,0.125,1,1,23,1,2,455,1237,1,3252.975038
642,1,35.17,25.125,2,14,8,1.625,1,1,1,1,2,515,501,1,1440.463979
649,1,28.67,9.335,2,11,8,5.665,1,1,6,0,2,381,169,1,3722.24383
650,1,26,1,2,11,4,1.75,1,0,0,1,2,280,1,1,7191.360677
653,1,54.33,6.75,2,8,8,2.625,1,1,11,1,2,0,285,1,4037.999878
656,1,33.17,3.165,1,14,4,3.165,1,1,3,1,2,380,1,1,6043.962364
659,1,23.92,0.665,2,8,4,0.165,0,0,0,0,2,100,1,1,9997.737996
660,1,26.67,2.71,1,13,4,5.25,1,1,1,0,2,211,1,1,8306.764561
662,1,39.92,0.54,1,6,4,0.5,1,1,3,0,2,200,1001,1,5332.014436
663,0,26.08,8.665,2,6,4,1.415,1,0,0,0,2,160,151,1,7426.59089
670,0,37.75,5.5,2,11,4,0.125,1,0,0,1,2,228,1,1,2159.652194
671,1,22.67,2.54,1,8,8,2.585,1,0,0,0,2,0,1,1,196.1164204
673,1,24.42,12.335,2,11,8,1.585,1,0,0,1,2,120,1,1,1316.743321
674,0,25.75,0.5,2,8,8,0.875,1,0,0,1,2,491,1,1,4808.811577
679,1,48.58,0.205,1,4,4,0.25,1,1,11,0,2,380,2733,1,6987.036695
682,0,22.92,11.585,2,13,4,0.04,1,0,0,0,2,80,1350,1,532.5986678
684,1,43,0.29,1,13,8,1.75,1,1,8,0,2,100,376,1,429.1940672
685,1,31.57,10.5,2,14,4,6.5,1,0,0,0,2,0,1,1,3833.16992
687,0,18.83,9.54,2,6,4,0.085,1,0,0,0,2,100,1,1,7954.677141
688,0,27.42,14.5,2,14,8,3.085,1,1,1,0,2,120,12,1,7071.632233
689,1,41,0.04,2,10,4,0.04,0,1,1,0,1,560,1,1,6789.354361
